Codigo,Descripcion,Limitada a un Sexo,Limite Inferior de edad,Limite Superior de edad
Q250,Conducto arterioso persistente,,,
Q251,Coartacion de la aorta,,,
Q252,Atresia de la aorta,,,
Q253,Estenosis de la aorta,,,
Q254,Otras malformaciones congenitas de la aorta,,,
Q255,Atresia de la arteria pulmonar,,,
Q256,Estenosis de la arteria pulmonar,,,
Q257,Otras malformaciones congenitas de la arteria pulmonar,,,
Q258,Otras malformaciones congenitas de las grandes arterias,,,
Q259,"Malformacion congenita de las grandes arterias, no especificada",,,
Q260,Estenosis congenita de la vena cava,,,
Q261,Persistencia de la vena cava superior izquierda,,,
Q262,Conexion anomala total de las venas pulmonares,,,
Q263,Conexion anomala parcial de las venas pulmonares,,,
Q264,"Conexion anomala de las venas pulmonares, sin otra especificacion",,,
Q265,Conexion anomala de la vena porta,,,
Q266,Fistula arteria hepatica-vena porta,,,
Q268,Otras malformaciones congenitas de las grandes venas,,,
Q269,"Malformacion congenita de las grandes venas, no especificada",,,
Q270,Ausencia e hipoplasia congenita de la arteria umbilical,,,
Q271,Estenosis congenita de la arteria renal,,,
Q272,Otras malformaciones congenitas de la arteria renal,,,
Q273,Malformacion arteriovenosa periferica,,,
Q274,Flebectasia congenita,,,
Q278,"Otras malformaciones congenitas del sistema vascular periferico, especificadas",,,
Q279,"Malformacion congenita del sistema vascular periferico, no especificada",,,
Q280,Malformacion arteriovenosa de los vasos precerebrales,,,
Q281,Otras malformaciones de los vasos precerebrales,,,
Q282,Malformacion arteriovenosa de los vasos cerebrales,,,
Q283,Otras malformaciones de los vasos cerebrales,,,
Q288,"Otras malformaciones congenitas del sistema circulatorio, especificadas",,,
Q289,"Malformacion congenita del sistema circulatorio, no especificada",,,
Q300,Atresia de las coanas,,,
Q301,Agenesia o hipoplasia de la nariz,,,
Q302,"Hendidura, fisura o muesca de la nariz",,,
Q303,Perforacion congenita del tabique nasal,,,
Q308,Otras malformaciones congenitas de la nariz,,,
Q309,"Malformacion congenita de la nariz, no especificada",,,
Q310,Pterigion de la laringe,,,
Q311,Estenosis subglotica congenita,,,
Q312,Hipoplasia laringea,,,
Q313,Laringocele,,,
Q315,Laringomalasia congenita,,,
Q318,Otras malformaciones congenitas de la laringe,,,
Q319,"Malformacion congenita de la laringe, no especificada",,,
Q320,Traqueomalacia congenita,,,
Q321,Otras malformaciones congenitas de la traquea,,,
Q322,Broncomalacia congenita,,,
Q323,Estenosis congenita de los bronquios,,,
Q324,Otras malformaciones congenitas de los bronquios,,,
Q330,Quiste pulmonar congenito,,,
Q331,Lobulo pulmonar supernumerario,,,
Q332,Secuestro del pulmon,,,
Q333,Agenesia del pulmon,,,
Q334,Bronquiectasia congenita,,,
Q335,Tejido ectopico en el pulmon,,,
Q336,Hipoplasia y displasia pulmonar,,,
Q338,Otras malformaciones congenitas del pulmon,,,
Q339,"Malformacion congenita del pulmon, no especificada",,,
Q340,Anomalia de la pleura,,,
Q341,Quiste congenito del mediastino,,,
Q348,Otras malformaciones congenitas especificadas del sistema respiratorio,,,
Q349,"Malformacion congenita del sistema respiratorio, no especificada",,,
Q351,Fisura del paladar duro,,,
Q353,Fisura del paladar blando,,,
Q355,Fisura del paladar duro y del paladar blando,,,
Q357,Fisura de la uvula,,,
Q359,"Fisura del paladar, sin otra especificacion",,,
Q360,"Labio leporino, bilateral",,,
Q361,"Labio leporino, linea media",,,
Q369,"Labio leporino, unilateral",,,
Q370,Fisura del paladar duro con labio leporino bilateral,,,
Q371,Fisura del paladar duro con labio leporino unilateral,,,
Q372,Fisura del paladar blando con labio leporino bilateral,,,
Q373,Fisura del paladar blando con labio leporino unilateral,,,
Q374,Fisura del paladar duro y del paladar blando con labio leporino bilateral,,,
Q375,Fisura del paladar duro y del paladar blando con labio leporino unilateral,,,
Q378,"Fisura del paladar con labio leporino bilateral, sin otra especificacion",,,
Q379,"Fisura del paladar con labio leporino unilateral, sin otra especificacion",,,
Q380,"Malformaciones congenitas de los labios, no clasificadas en otra parte",,,
Q381,Anquiloglosia,,,
Q382,Macroglosia,,,
Q383,Otras malformaciones congenitas de la lengua,,,
Q384,Malformaciones congenitas de las glandulas y de los conductos salivales,,,
Q385,"Malformaciones congenitas del paladar, no clasificadas en otra parte",,,
Q386,Otras malformaciones congenitas de la boca,,,
Q387,Diverticulo faringeo,,,
Q388,Otras malformaciones congenitas de la faringe,,,
Q390,Atresia del esofago sin mencion de fistula,,,
Q391,Atresia del esofago con fistula traqueoesofagica,,,
Q392,Fistula traqueoesofagica congenita sin mencion de atresia,,,
Q393,Estrechez o estenosis congenita del esofago,,,
Q394,Pterigion del esofago,,,
Q395,Dilatacion congenita del esofago,,,
Q396,Diverticulo del esofago,,,
Q398,Otras malformaciones congenitas del esofago,,,
Q399,"Malformacion congenita del esofago, no especificada",,,
Q400,Estenosis hipertrofica congenita del piloro,,,
Q401,Hernia hiatal congenita,,,
Q402,"Otras malformaciones congenitas del estomago, especificadas",,,
Q403,"Malformacion congenita del estomago, no especificada",,,
Q408,Otras malformaciones congenitas de la parte superior del tubo digestivo,,,
Q409,"Malformacion congenita de la parte superior del tubo digestivo, no especificada",,,
Q410,"Ausencia, atresia y estenosis congenita del duodeno",,,
Q411,"Ausencia, atresia y estenosis congenita del yeyuno",,,
Q412,"Ausencia, atresia y estenosis congenita del ileon",,,
Q418,"Ausencia, atresia y estenosis congenita de otras partes especificadas del intestino delgado",,,
Q419,"Ausencia, atresia y estenosis congenita del intestino delgado, parte no especificada",,,
Q420,"Ausencia, atresia y estenosis congenita del recto, con fistula",,,
Q421,"Ausencia, atresia y estenosis congenita del recto, sin fistula",,,
Q422,"Ausencia, atresia y estenosis congenita del ano, con fistula",,,
Q423,"Ausencia, atresia y estenosis congenita del ano, sin fistula",,,
Q428,"Ausencia, atresia y estenosis congenita de otras partes del intestino grueso",,,
Q429,"Ausencia, atresia y estenosis congenita del intestino grueso, parte no especificada",,,
Q430,Diverticulo de Meckel,,,
Q431,Enfermedad de Hirschsprung,,,
Q432,Otros trastornos funcionales congenitos del colon,,,
Q433,Malformaciones congenitas de la fijacion del intestino,,,
Q434,Duplicacion del intestino,,,
Q435,Ano ectopico,,,
Q436,Fistula congenita del recto y del ano,,,
Q437,Persistencia de la cloaca,,,
Q438,"Otras malformaciones congenitas del intestino, especificadas",,,
Q439,"Malformacion congenita del intestino, no especificada",,,
Q440,"Agenesia, aplasia e hipoplasia de la vesicula biliar",,,
Q441,Otras malformaciones congenitas de la vesicula biliar,,,
Q442,Atresia de los conductos biliares,,,
Q443,Estrechez y estenosis congenita de los conductos biliares,,,
Q444,Quiste del coledoco,,,
Q445,Otras malformaciones congenitas de los conductos biliares,,,
Q446,Enfermedad quistica del higado,,,
Q447,Otras malformaciones congenitas del higado,,,
Q450,"Agenesia, aplasia e hipoplasia del pancreas",,,
Q451,Pancreas anular,,,
Q452,Quiste congenito del pancreas,,,
Q453,Otras malformaciones congenitas del pancreas y del conducto pancreatico,,,
Q458,"Otras malformaciones congenitas del sistema digestivo, especificadas",,,
Q459,"Malformacion congenita del sistema digestivo, no especificada",,,
Q500,Ausencia congenita de ovario,2,,
Q501,Quiste en desarrollo del ovario,2,,
Q502,Torsion congenita del ovario,2,,
Q503,Otras malformaciones congenitas de los ovarios,2,,
Q504,Quiste embrionario de la trompa de Falopio,2,,
Q505,Quiste embrionario del ligamento ancho,2,,
Q506,Otras malformaciones congenitas de la trompa de Falopio y del ligamento ancho,2,,
Q510,Agenesia y aplasia del utero,2,,
Q511,Duplicacion del utero con duplicacion del cuello uterino y de la vagina,2,,
Q512,Otra duplicacion del utero,2,,
Q513,utero bicorne,2,,
Q514,utero unicorne,2,,
Q515,Agenesia y aplasia del cuello uterino,2,,
Q516,Quiste embrionario del cuello uterino,2,,
Q517,Fistula congenita entre el utero y el tracto digestivo y urinario,2,,
Q518,Otras malformaciones congenitas del utero y del cuello uterino,2,,
Q519,"Malformacion congenita del utero y del cuello uterino, no especificada",2,,
Q520,Ausencia congenita de la vagina,2,,
Q521,Duplicacion de la vagina,2,,
Q522,Fistula rectovaginal congenita,2,,
Q523,Himen imperforado,2,,
Q524,Otras malformaciones congenitas de la vagina,2,,
Q525,Fusion de labios de la vulva,2,,
Q526,Malformacion congenita del clitoris,2,,
Q527,Otras malformaciones congenitas de la vulva,2,,
Q528,"Otras malformaciones congenitas de los organos genitales femeninos, especificadas",2,,
Q529,"Malformacion congenita de los genitales femeninos, no especificada",2,,
Q530,Ectopia testicular,1,,
Q531,"Testiculo no descendido, unilateral",1,,
Q532,"Testiculo no descendido, bilateral",1,,
Q539,"Testiculo no descendido, sin otra especificacion",1,,
Q540,Hipospadias del glande,1,,
Q541,Hipospadias peneana,1,,
Q542,Hipospadias penoscrotal,1,,
Q543,Hipospadias perineal,1,,
Q544,Encordamiento congenito del pene,1,,
Q548,Otras hipospadias,1,,
Q549,"Hipospadias, no especificada",1,,
Q550,Ausencia y aplasia del testiculo,1,,
Q551,Hipoplasia del testiculo y del escroto,1,,
Q552,Otras malformaciones congenitas de los testiculos y del escroto,1,,
Q553,Atresia del conducto deferente,1,,
Q554,"Otras malformaciones congenitas de los conductos deferentes, del epididimo, de las vesiculas seminales y de la prostata",1,,
Q555,Aplasia y ausencia congenita del pene,1,,
Q556,Otras malformaciones congenitas del pene,1,,
Q558,"Otras malformaciones congenitas de los organos genitales masculinos, especificadas",1,,
Q559,"Malformacion congenita de los organos genitales masculinos, no especificada",1,,
Q560,"Hermafroditismo, no clasificado en otra parte",,,
Q561,"Seudohermafroditismo masculino, no clasificado en otra parte",,,
Q562,"Seudohermafroditismo femenino, no clasificado en otra parte",,,
Q563,"Seudohermafroditismo, no especificado",,,
Q564,"Sexo indeterminado, sin otra especificacion",,,
Q600,"Agenesia renal, unilateral",,,
Q601,"Agenesia renal, bilateral",,,
Q602,"Agenesia renal, sin otra especificacion",,,
Q603,"Hipoplasia renal, unilateral",,,
Q604,"Hipoplasia renal, bilateral",,,
Q605,"Hipoplasia renal, no especificada",,,
Q606,Sindrome de Potter,,,
Q610,Quiste renal solitario congenito,,,
Q611,"Rinon poliquistico, autosomico recesivo",,,
Q612,"Rinon poliquistico, autosomico dominante",,,
Q613,"Rinon poliquistico, tipo no especificado",,,
Q614,Displasia renal,,,
Q615,Rinon quistico medular,,,
Q618,Otras enfermedades renales quisticas,,,
Q619,"Enfermedad quistica del rinon, no especificada",,,
Q620,Hidronefrosis congenita,,,
Q621,Atresia y estenosis del ureter,,,
Q622,Megaloureter congenito,,,
Q623,Otros defectos obstructivos de la pelvis renal y del ureter,,,
Q624,Agenesia del ureter,,,
Q625,Duplicacion del ureter,,,
Q626,Mala posicion del ureter,,,
Q627,Reflujo vesico-uretero-renal congenito,,,
Q628,Otras malformaciones congenitas del ureter,,,
Q630,Rinon supernumerario,,,
Q631,"Rinon lobulado, fusionado y en herradura",,,
Q632,Rinon ectopico,,,
Q633,Hiperplasia renal y rinon gigante,,,
Q638,"Otras malformaciones congenitas del rinon, especificadas",,,
Q639,"Malformacion congenita del rinon, no especificada",,,
Q640,Epispadias,,,
Q641,Extrofia de la vejiga urinaria,,,
Q642,Valvulas uretrales posteriores congenitas,,,
Q643,Otras atresias y estenosis de la uretra y del cuello de la vejiga,,,
Q644,Malformacion del uraco,,,
Q645,Ausencia congenita de la vejiga y de la uretra,,,
Q646,Diverticulo congenito de la vejiga,,,
Q647,Otras malformaciones congenitas de la vejiga y de la uretra,,,
Q648,"Otras malformaciones congenitas del aparato urinario, especificadas",,,
Q649,"Malformacion congenita del aparato urinario, no especificada",,,
Q650,"Luxacion congenita de la cadera, unilateral",,,
Q651,"Luxacion congenita de la cadera, bilateral",,,
Q652,"Luxacion congenita de la cadera, no especificada",,,
Q653,"Subluxacion congenita de la cadera, unilateral",,,
Q654,"Subluxacion congenita de la cadera, bilateral",,,
Q655,"Subluxacion congenita de la cadera, no especificada",,,
Q656,Cadera inestable,,,
Q658,Otras deformidades congenitas de la cadera,,,
Q659,"Deformidad congenita de la cadera, no especificada",,,
Q660,Talipes equinovarus,,,
Q661,Talipes calcaneovarus,,,
Q662,Metatarsus varus,,,
Q663,Otras deformidades varus congenitas de los pies,,,
Q664,Talipes calcaneovalgus,,,
Q665,Pie plano congenito,,,
Q666,Otras deformidades valgus congenitas de los pies,,,
Q667,Pie cavus,,,
Q668,Otras deformidades congenitas de los pies,,,
Q669,"Deformidad congenita de los pies, no especificada",,,
Q670,Asimetria facial,,,
Q671,Facies comprimida,,,
Q672,Dolicocefalia,,,
Q673,Plagiocefalia,,,
Q674,"Otras deformidades congenitas del craneo, de la cara y de la mandibula",,,
Q675,Deformidad congenita de la columna vertebral,,,
Q676,Torax excavado,,,
Q677,Torax en quilla,,,
Q678,Otras deformidades congenitas del torax,,,
Q680,Deformidad congenita del musculo esternocleidomastoideo,,,
Q681,Deformidad congenita de la mano,,,
Q682,Deformidad congenita de la rodilla,,,
Q683,Curvatura congenita del femur,,,
Q684,Curvatura congenita de la tibia y del perone,,,
Q685,"Curvatura congenita de hueso(s) largo(s) del miembro inferior, sin otra especificacion",,,
Q688,"Otras deformidades congenitas osteomusculares, especificadas",,,
Q690,Dedo(s) supernumerario(s) de la mano,,,
Q691,Pulgar(es) supernumerario(s),,,
Q692,Dedo(s) supernumerario(s) del pie,,,
Q699,"Polidactilia, no especificada",,,
Q700,Fusion de los dedos de la mano,,,
Q701,Membrana interdigital de la mano,,,
Q702,Fusion de los dedos del pie,,,
Q703,Membrana interdigital del pie,,,
Q704,Polisindactilia,,,
Q709,"Sindactilia, no especificada",,,
Q710,Ausencia congenita completa del (de los) miembro(s) superior(es),,,
Q711,Ausencia congenita del brazo y del antebrazo con presencia de la mano,,,
Q712,Ausencia congenita del antebrazo y de la mano,,,
Q713,Ausencia congenita de la mano y el (los) dedo(s),,,
Q714,Defecto por reduccion longitudinal del radio,,,
Q715,Defecto por reduccion longitudinal del cubito,,,
Q716,Mano en pinza de langosta,,,
Q718,Otros defectos por reduccion del (de los) miembro(s) superior(es),,,
Q719,"Defecto por reduccion del miembro superior, no especificado",,,
Q720,Ausencia congenita completa del (de los) miembro(s) inferior(es),,,
Q721,Ausencia congenita del muslo y de la pierna con presencia del pie,,,
